email,username,domain,valid_email,digits,len_digits,len_username,has_underscore,has_dot,has_hyphen,has_special_char,len_capital,age
emma.walker@icloud.com,emma.walker,icloud.com,True,12345,0,11,0,1,0,1,0,medium
mary.jones@outlook.com,mary.jones,outlook.com,True,12345,0,10,0,1,0,1,0,medium
nancy.baker@outlook.com,nancy.baker,outlook.com,True,12345,0,11,0,1,0,1,0,medium
daniel_taylor1988@outlook.com,daniel_taylor1988,outlook.com,True,1988,4,17,1,0,0,0,0,medium
Nestor.Hahn52@gmail.com,Nestor.Hahn52,gmail.com,True,52,2,13,0,1,0,1,2,old
sophia.brown1684@gmail.com,sophia.brown1684,gmail.com,True,1684,4,16,0,1,0,1,0,unsure
Joel32@outlook.com,Joel32,outlook.com,True,32,2,6,0,0,0,0,1,unsure
Domenic_Hudson95@gmail.com,Domenic_Hudson95,gmail.com,True,95,2,16,1,0,0,0,2,young
david2097@hotmail.com,david2097,hotmail.com,True,2097,4,9,0,0,0,0,0,unsure
Lamont37@gmail.com,Lamont37,gmail.com,True,37,2,8,0,0,0,0,1,old
ethan.white02@protonmail.com,ethan.white02,protonmail.com,True,02,2,13,0,1,0,1,0,young
Cheyanne.Rippin@aol.com,Cheyanne.Rippin,aol.com,True,12345,0,15,0,1,0,1,2,unsure
henry.jackson@@yahoo.com,henry.jackson,yahoo.com,True,12345,0,13,0,1,0,1,0,young
edward.king@protonmail.com,edward.king,protonmail.com,True,12345,0,11,0,1,0,1,0,unsure
nathan.martin04@gmail.com,nathan.martin04,gmail.com,True,04,2,15,0,1,0,1,0,young
daniel.wood@outlook.com,daniel.wood,outlook.com,True,12345,0,11,0,1,0,1,0,medium
Sunny_Nader@yahoo.com,Sunny_Nader,yahoo.com,True,12345,0,11,1,0,0,0,2,unsure
Erling_Runolfsdottir@outlook.com,Erling_Runolfsdottir,outlook.com,True,12345,0,20,1,0,0,0,2,old
adam2004_henderson@gmail.com,adam2004_henderson,gmail.com,True,2004,4,18,1,0,0,0,0,young
alice.bell@hotmail.com,alice.bell,hotmail.com,True,12345,0,10,0,1,0,1,0,unsure
ethan_hughes1001@protonmail.com,ethan_hughes1001,protonmail.com,True,1001,4,16,1,0,0,0,0,unsure
lily3456@protonmail.com,lily3456,protonmail.com,True,3456,4,8,0,0,0,0,0,young
Reggie_Greenholt34@gmail.com,Reggie_Greenholt34,gmail.com,True,34,2,18,1,0,0,0,2,unsure
"laura.james@gmail,com",laura.james,gmail.com,False,12345,0,11,0,1,0,1,0,medium
lucy.adams@protonmail..com,lucy.adams,protonmail.com,False,12345,0,10,0,1,0,1,0,unsure
Blanche44@outlook.com,Blanche44,outlook.com,True,44,2,9,0,0,0,0,1,unsure
eliza.thomas@outlook.com,eliza.thomas,outlook.com,True,12345,0,12,0,1,0,1,0,unsure
Linnie78@mail.com,Linnie78,mail.com,True,78,2,8,0,0,0,0,1,medium
john_smith@yahoo.com,john_smith,yahoo.com,True,12345,0,10,1,0,0,0,0,young
joseph.green@hotmailcom,joseph.green,hotmail.com,False,12345,0,12,0,1,0,1,0,young
david.young@icloud.com,david.young,icloud.com,True,12345,0,11,0,1,0,1,0,medium
Carolanne33@aol.com,Carolanne33,aol.com,True,33,2,11,0,0,0,0,1,unsure
ethan_9931@gmail.com,ethan_9931,gmail.com,True,9931,4,10,1,0,0,0,0,young
Monserrat_Kautzer@gmail.com,Monserrat_Kautzer,gmail.com,True,12345,0,17,1,0,0,0,2,unsure
"james.clark@yahoo,",james.clark,yahoo.com,False,12345,0,11,0,1,0,1,0,medium
Lysanne.Cormier@aol.com,Lysanne.Cormier,aol.com,True,12345,0,15,0,1,0,1,2,unsure
simon.murphy1687@gmail.com,simon.murphy1687,gmail.com,True,1687,4,16,0,1,0,1,0,unsure
Selmer35@aol.com,Selmer35,aol.com,True,35,2,8,0,0,0,0,1,unsure
Evalyn.Lehner0@yahoo.com,Evalyn.Lehner0,yahoo.com,True,0,1,14,0,1,0,1,2,unsure
zoe.bryant19@aol.com,zoe.bryant19,aol.com,True,19,2,12,0,1,0,1,0,unsure
Marta_Sanford93@tutanota.com,Marta_Sanford93,tutanota.com,True,93,2,15,1,0,0,0,2,medium
jason99_lee@gmail.com,jason99_lee,gmail.com,True,99,2,11,1,0,0,0,0,young
patrick.morgan@hotmailcom,patrick.morgan,hotmail.com,False,12345,0,14,0,1,0,1,0,unsure
lily64_gleam@yahoo.com,lily64_gleam,yahoo.com,True,64,2,12,1,0,0,0,0,old
Catalina_Grady5@tutanota.com,Catalina_Grady5,tutanota.com,True,5,1,15,1,0,0,0,2,unsure
william@johnson@outlook.com,williamjohnson,outlook.com,True,12345,0,14,0,0,0,0,0,unsure
Jeramie_Denesik98@yahoo.com,Jeramie_Denesik98,yahoo.com,True,98,2,17,1,0,0,0,2,young
Jaiden60@gmail.com,Jaiden60,gmail.com,True,60,2,8,0,0,0,0,1,old
Marilyne.Crist@mail.com,Marilyne.Crist,mail.com,True,12345,0,14,0,1,0,1,2,unsure
james.wright@gmail.com,james.wright,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
nathan31_flare@aol.com,nathan31_flare,aol.com,True,31,2,14,1,0,0,0,0,medium
Rachelle.Hane97@mail.com,Rachelle.Hane97,mail.com,True,97,2,15,0,1,0,1,2,young
Reba_Robel62@mail.com,Reba_Robel62,mail.com,True,62,2,12,1,0,0,0,2,old
Stephania.Fisher91@gmail.com,Stephania.Fisher91,gmail.com,True,91,2,18,0,1,0,1,2,medium
Stanton.Turcotte@aol.com,Stanton.Turcotte,aol.com,True,12345,0,16,0,1,0,1,2,unsure
lucy.brown@yahoo.com,lucy.brown,yahoo.com,True,12345,0,10,0,1,0,1,0,medium
Kasandra_Mayert56@aol.com,Kasandra_Mayert56,aol.com,True,56,2,17,1,0,0,0,2,old
Amira4@yahoo.com,Amira4,yahoo.com,True,4,1,6,0,0,0,0,1,unsure
sarah.wright1717@gmail.com,sarah.wright1717,gmail.com,True,1717,4,16,0,1,0,1,0,unsure
catherine.davis@hotmail.com,catherine.davis,hotmail.com,True,12345,0,15,0,1,0,1,0,unsure
jacob.green05@yahoo.com,jacob.green05,yahoo.com,True,05,2,13,0,1,0,1,0,young
Connie_Haley@gmail.com,Connie_Haley,gmail.com,True,12345,0,12,1,0,0,0,2,unsure
Asia_Stark26@protonmail.com,Asia_Stark26,protonmail.com,True,26,2,12,1,0,0,0,2,unsure
Camille36@aol.com,Camille36,aol.com,True,36,2,9,0,0,0,0,1,old
paul.cook@icloud.com,paul.cook,icloud.com,True,12345,0,9,0,1,0,1,0,unsure
catherine.davis@gmailcom,catherine.davis,gmail.com,False,12345,0,15,0,1,0,1,0,unsure
Jammie.Hartmann50@icloud.com,Jammie.Hartmann50,icloud.com,True,50,2,17,0,1,0,1,2,old
ethan1995_white@yahoo.com,ethan1995_white,yahoo.com,True,1995,4,15,1,0,0,0,0,young
Florida14@gmail.com,Florida14,gmail.com,True,14,2,9,0,0,0,0,1,unsure
Wiley75@aol.com,Wiley75,aol.com,True,75,2,7,0,0,0,0,1,medium
Saige.Conroy-Raynor62@gmail.com,Saige.Conroy-Raynor62,gmail.com,True,62,2,21,0,1,1,1,3,old
Winona89@outlook.com,Winona89,outlook.com,True,89,2,8,0,0,0,0,1,medium
olivia.brown2001@yahoo.com,olivia.brown2001,yahoo.com,True,2001,4,16,0,1,0,1,0,young
Cecilia_Gottlieb@yahoo.com,Cecilia_Gottlieb,yahoo.com,True,12345,0,16,1,0,0,0,2,unsure
eliza.howard@gmail.com,eliza.howard,gmail.com,True,12345,0,12,0,1,0,1,0,unsure
Quincy_Mayert@aol.com,Quincy_Mayert,aol.com,True,12345,0,13,1,0,0,0,2,unsure
victoria.carter84@yahoo.com,victoria.carter84,yahoo.com,True,84,2,17,0,1,0,1,0,medium
Santina_Stark68@protonmail.com,Santina_Stark68,protonmail.com,True,68,2,15,1,0,0,0,2,old
"hannah.thomas@outlook,",hannah.thomas,outlook.com,False,12345,0,13,0,1,0,1,0,young
sophia_scott1999@gmail.com,sophia_scott1999,gmail.com,True,1999,4,16,1,0,0,0,0,young
nancy.bryant1797@gmail.com,nancy.bryant1797,gmail.com,True,1797,4,16,0,1,0,1,0,unsure
william.johnson@outlook.com,william.johnson,outlook.com,True,12345,0,15,0,1,0,1,0,unsure
Freddie_Marvin@gmail.com,Freddie_Marvin,gmail.com,True,12345,0,14,1,0,0,0,2,unsure
Douglas74@gmail.com,Douglas74,gmail.com,True,74,2,9,0,0,0,0,1,old
Julio_Jaskolski@tutanota.com,Julio_Jaskolski,tutanota.com,True,12345,0,15,1,0,0,0,2,unsure
emma.clark76@icloud.com,emma.clark76,icloud.com,True,76,2,12,0,1,0,1,0,medium
Eva35@protonmail.com,Eva35,protonmail.com,True,35,2,5,0,0,0,0,1,unsure
Meredith_Stracke7@aol.com,Meredith_Stracke7,aol.com,True,7,1,17,1,0,0,0,2,unsure
george.taylor1811@gmail.com,george.taylor1811,gmail.com,True,1811,4,17,0,1,0,1,0,unsure
Anais_Hoppe15@mail.com,Anais_Hoppe15,mail.com,True,15,2,13,1,0,0,0,2,old
Hertha_VonRueden@aol.com,Hertha_VonRueden,aol.com,True,12345,0,16,1,0,0,0,3,old
carter1988_james@hotmail.com,carter1988_james,hotmail.com,True,1988,4,16,1,0,0,0,0,medium
sarah.green89@icloud.com,sarah.green89,icloud.com,True,89,2,13,0,1,0,1,0,medium
Oran_Zemlak39@gmail.com,Oran_Zemlak39,gmail.com,True,39,2,13,1,0,0,0,2,unsure
logan_brooks87612@gmail.com,logan_brooks87612,gmail.com,True,87612,5,17,1,0,0,0,0,unsure
jessica_walker1993@gmail.com,jessica_walker1993,gmail.com,True,1993,4,18,1,0,0,0,0,medium
amanda.williams56@icloud.com,amanda.williams56,icloud.com,True,56,2,17,0,1,0,1,0,old
Charity6@protonmail.com,Charity6,protonmail.com,True,6,1,8,0,0,0,0,1,unsure
Kiarra_Hand60@mail.com,Kiarra_Hand60,mail.com,True,60,2,13,1,0,0,0,2,old
mark_1995johnson@outlook.com,mark_1995johnson,outlook.com,True,1995,4,16,1,0,0,0,0,young
elizabeth.thomas@outlook.com,elizabeth.thomas,outlook.com,True,12345,0,16,0,1,0,1,0,unsure
james.jones@yahoo.com,james.jones,yahoo.com,True,12345,0,11,0,1,0,1,0,medium
3356_johnson.jane@gmail.com,3356_johnson.jane,gmail.com,True,3356,4,17,1,1,0,1,0,young
daniel2001_martin@icloud.com,daniel2001_martin,icloud.com,True,2001,4,17,1,0,0,0,0,young
emma.king@icloud.com,emma.king,icloud.com,True,12345,0,9,0,1,0,1,0,unsure
Demario_Fisher47@mail.com,Demario_Fisher47,mail.com,True,47,2,16,1,0,0,0,2,unsure
rebecca.moore@icloud.com,rebecca.moore,icloud.com,True,12345,0,13,0,1,0,1,0,unsure
Aglae64@protonmail.com,Aglae64,protonmail.com,True,64,2,7,0,0,0,0,1,old
stephen.morris@yahoo.com,stephen.morris,yahoo.com,True,12345,0,14,0,1,0,1,0,young
Etha_Simonis@gmail.com,Etha_Simonis,gmail.com,True,12345,0,12,1,0,0,0,2,unsure
logan.brooks12@gmail.com,logan.brooks12,gmail.com,True,12,2,14,0,1,0,1,0,unsure
Heber_Brakus50@tutanota.com,Heber_Brakus50,tutanota.com,True,50,2,14,1,0,0,0,2,old
mary.cook@outlook.com,mary.cook,outlook.com,True,12345,0,9,0,1,0,1,0,unsure
lily.green2000@hotmail.com,lily.green2000,hotmail.com,True,2000,4,14,0,1,0,1,0,young
sam.kelly7765@aol.com,sam.kelly7765,aol.com,True,7765,4,13,0,1,0,1,0,unsure
dylan49_shine@gmail.com,dylan49_shine,gmail.com,True,49,2,13,1,0,0,0,0,medium
Birdie_Kuvalis89@outlook.com,Birdie_Kuvalis89,outlook.com,True,89,2,16,1,0,0,0,2,medium
hailey.price39@protonmail.com,hailey.price39,protonmail.com,True,39,2,14,0,1,0,1,0,unsure
sophia.brown@hotmail.com,sophia.brown,hotmail.com,True,12345,0,12,0,1,0,1,0,young
2001_johnson.jane@gmail.com,2001_johnson.jane,gmail.com,True,2001,4,17,1,1,0,1,0,young
Blanche.Predovic@yahoo.com,Blanche.Predovic,yahoo.com,True,12345,0,16,0,1,0,1,2,unsure
Loyal_Kuhic@gmail.com,Loyal_Kuhic,gmail.com,True,12345,0,11,1,0,0,0,2,unsure
jane_doe1989@gmail.com,jane_doe1989,gmail.com,True,1989,4,12,1,0,0,0,0,medium
kevin.sanders89@gmail.com,kevin.sanders89,gmail.com,True,89,2,15,0,1,0,1,0,medium
rachel5551_b@outlook.com,rachel5551_b,outlook.com,True,5551,4,12,1,0,0,0,0,unsure
henry.wright@protonmail.com,henry.wright,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
michael.cook@hotmail.com,michael.cook,hotmail.com,True,12345,0,12,0,1,0,1,0,young
Estelle80@yahoo.com,Estelle80,yahoo.com,True,80,2,9,0,0,0,0,1,medium
laura.walker@protonmail.com,laura.walker,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
emma_clark1234@icloud.com,emma_clark1234,icloud.com,True,1234,4,14,1,0,0,0,0,unsure
mason_hayes2000@gmail.com,mason_hayes2000,gmail.com,True,2000,4,15,1,0,0,0,0,young
joshua1981_ward@gmail.com,joshua1981_ward,gmail.com,True,1981,4,15,1,0,0,0,0,medium
dorothy.gray@protonmailcom,dorothy.gray,protonmail.com,False,12345,0,12,0,1,0,1,0,unsure
Macey29@gmail.com,Macey29,gmail.com,True,29,2,7,0,0,0,0,1,unsure
Faye_Carter81@icloud.com,Faye_Carter81,icloud.com,True,81,2,13,1,0,0,0,2,medium
Maxime.Brown93@mail.com,Maxime.Brown93,mail.com,True,93,2,14,0,1,0,1,2,medium
nathan_roberts1991@gmail.com,nathan_roberts1991,gmail.com,True,1991,4,18,1,0,0,0,0,medium
laura_taylor1995@gmail.com,laura_taylor1995,gmail.com,True,1995,4,16,1,0,0,0,0,young
chris_harris2002@gmail.com,chris_harris2002,gmail.com,True,2002,4,16,1,0,0,0,0,young
kevin_sanders1989@gmail.com,kevin_sanders1989,gmail.com,True,1989,4,17,1,0,0,0,0,medium
Gerry.Fisher@protonmail.com,Gerry.Fisher,protonmail.com,True,12345,0,12,0,1,0,1,2,old
aiden_miller8974@gmail.com,aiden_miller8974,gmail.com,True,8974,4,16,1,0,0,0,0,young
daniel97_flare@outlook.com,daniel97_flare,outlook.com,True,97,2,14,1,0,0,0,0,young
katherine.hill@outlook.com,katherine.hill,outlook.com,True,12345,0,14,0,1,0,1,0,unsure
william.miller@icloud.com,william.miller,icloud.com,True,12345,0,14,0,1,0,1,0,unsure
Gregorio.Gusikowski@gmail.com,Gregorio.Gusikowski,gmail.com,True,12345,0,19,0,1,0,1,2,unsure
David.Brakus7@mail.com,David.Brakus7,mail.com,True,7,1,13,0,1,0,1,2,unsure
andrew_baker1996@gmail.com,andrew_baker1996,gmail.com,True,1996,4,16,1,0,0,0,0,young
Kurtis.Towne@yahoo.com,Kurtis.Towne,yahoo.com,True,12345,0,12,0,1,0,1,2,old
Pietro2@mail.com,Pietro2,mail.com,True,2,1,7,0,0,0,0,1,unsure
madeline_ross2005@aol.com,madeline_ross2005,aol.com,True,2005,4,17,1,0,0,0,0,young
david.mitchell@gmail.com,david.mitchell,gmail.com,True,12345,0,14,0,1,0,1,0,unsure
Oral.Lind28@gmail.com,Oral.Lind28,gmail.com,True,28,2,11,0,1,0,1,2,old
alex97@gmail.com,alex97,gmail.com,True,97,2,6,0,0,0,0,0,young
Ima56@aol.com,Ima56,aol.com,True,56,2,5,0,0,0,0,1,old
john.jones@hotmail.com,john.jones,hotmail.com,True,12345,0,10,0,1,0,1,0,unsure
robert.turner54@protonmail.com,robert.turner54,protonmail.com,True,54,2,15,0,1,0,1,0,old
rebecca.evans@protonmail.com,rebecca.evans,protonmail.com,True,12345,0,13,0,1,0,1,0,unsure
Joanne.Hickle91@mail.com,Joanne.Hickle91,mail.com,True,91,2,15,0,1,0,1,2,medium
arthur99_archi@gmail.com,arthur99_archi,gmail.com,True,99,2,14,1,0,0,0,0,young
Elisha.Grant93@protonmail.com,Elisha.Grant93,protonmail.com,True,93,2,14,0,1,0,1,2,medium
adam_henderson5432@gmail.com,adam_henderson5432,gmail.com,True,5432,4,18,1,0,0,0,0,unsure
Murray_Waters@protonmail.com,Murray_Waters,protonmail.com,True,12345,0,13,1,0,0,0,2,unsure
robert2002_harris@protonmail.com,robert2002_harris,protonmail.com,True,2002,4,17,1,0,0,0,0,young
jason1985_davis@yahoo.com,jason1985_davis,yahoo.com,True,1985,4,15,1,0,0,0,0,medium
"isaac.bell@outlook,",isaac.bell,outlook.com,False,12345,0,10,0,1,0,1,0,medium
Bonnie5@gmail.com,Bonnie5,gmail.com,True,5,1,7,0,0,0,0,1,unsure
george.thomas@hotmail.com,george.thomas,hotmail.com,True,12345,0,13,0,1,0,1,0,young
alice.carter1653@gmail.com,alice.carter1653,gmail.com,True,1653,4,16,0,1,0,1,0,unsure
catherine.allen@icloud..,catherine.allen,icloud.com,False,12345,0,15,0,1,0,1,0,unsure
sarah_smith2001@gmail.com,sarah_smith2001,gmail.com,True,2001,4,15,1,0,0,0,0,young
amanda_ward1999@gmail.com,amanda_ward1999,gmail.com,True,1999,4,15,1,0,0,0,0,young
mark_sanders1999@gmail.com,mark_sanders1999,gmail.com,True,1999,4,16,1,0,0,0,0,young
Emmet_Moen37@aol.com,Emmet_Moen37,aol.com,True,37,2,12,1,0,0,0,2,unsure
Rod.Ferry@mail.com,Rod.Ferry,mail.com,True,12345,0,9,0,1,0,1,2,unsure
eliza.miller@outlook.com,eliza.miller,outlook.com,True,12345,0,12,0,1,0,1,0,unsure
kevin1988_morris@outlook.com,kevin1988_morris,outlook.com,True,1988,4,16,1,0,0,0,0,medium
claire1984_hall@yahoo.com,claire1984_hall,yahoo.com,True,1984,4,15,1,0,0,0,0,medium
rachel.murphy@aolcom,rachel.murphy,aol.com,False,12345,0,13,0,1,0,1,0,unsure
Genevieve_Sawayn-Kunde79@gmail.com,Genevieve_Sawayn-Kunde79,gmail.com,True,79,2,24,1,0,1,1,3,medium
patrick.morgan@hotmail.com,patrick.morgan,hotmail.com,True,12345,0,14,0,1,0,1,0,unsure
sophia1999_adams@outlook.com,sophia1999_adams,outlook.com,True,1999,4,16,1,0,0,0,0,young
matthew.davis01@hotmail.com,matthew.davis01,hotmail.com,True,01,2,15,0,1,0,1,0,young
Rey.Weber44@gmail.com,Rey.Weber44,gmail.com,True,44,2,11,0,1,0,1,2,old
jessica45_blaze@gmail.com,jessica45_blaze,gmail.com,True,45,2,15,1,0,0,0,0,unsure
Aron42@mail.com,Aron42,mail.com,True,42,2,6,0,0,0,0,1,unsure
Reva79@gmail.com,Reva79,gmail.com,True,79,2,6,0,0,0,0,1,medium
olivia23_fire@hotmail.com,olivia23_fire,hotmail.com,True,23,2,13,1,0,0,0,0,unsure
9087_steve.s@gmail.com,9087_steve.s,gmail.com,True,9087,4,12,1,1,0,1,0,unsure
Faye.Rowe25@protonmail.com,Faye.Rowe25,protonmail.com,True,25,2,11,0,1,0,1,2,unsure
Freddy.Green@aol.com,Freddy.Green,aol.com,True,12345,0,12,0,1,0,1,2,old
Paula_Rogahn56@tutanota.com,Paula_Rogahn56,tutanota.com,True,56,2,14,1,0,0,0,2,old
Hosea59@yahoo.com,Hosea59,yahoo.com,True,59,2,7,0,0,0,0,1,old
Myrtle.Hermiston60@yahoo.com,Myrtle.Hermiston60,yahoo.com,True,60,2,18,0,1,0,1,2,old
emma1987_taylor@gmail.com,emma1987_taylor,gmail.com,True,1987,4,15,1,0,0,0,0,medium
Elta37@protonmail.com,Elta37,protonmail.com,True,37,2,6,0,0,0,0,1,unsure
Beth_Johnston94@gmail.com,Beth_Johnston94,gmail.com,True,94,2,15,1,0,0,0,2,medium
rachel2006_wright@icloud.com,rachel2006_wright,icloud.com,True,2006,4,17,1,0,0,0,0,young
abigail1987_powell@yahoo.com,abigail1987_powell,yahoo.com,True,1987,4,18,1,0,0,0,0,medium
Evie_Beier@protonmail.com,Evie_Beier,protonmail.com,True,12345,0,10,1,0,0,0,2,unsure
sarah.brown@yahoo.com,sarah.brown,yahoo.com,True,12345,0,11,0,1,0,1,0,medium
grace.roberts1705@gmail.com,grace.roberts1705,gmail.com,True,1705,4,17,0,1,0,1,0,unsure
james.lewis@protonmail,james.lewis,protonmail.com,False,12345,0,11,0,1,0,1,0,unsure
Glenda_Gleason@yahoo.com,Glenda_Gleason,yahoo.com,True,12345,0,14,1,0,0,0,2,unsure
katherine.foster1710@gmail.com,katherine.foster1710,gmail.com,True,1710,4,20,0,1,0,1,0,unsure
Octavia.Thiel@gmail.com,Octavia.Thiel,gmail.com,True,12345,0,13,0,1,0,1,2,old
andrew_james7654@hotmail.com,andrew_james7654,hotmail.com,True,7654,4,16,1,0,0,0,0,unsure
Elwin80@icloud.com,Elwin80,icloud.com,True,80,2,7,0,0,0,0,1,medium
Herta_Abernathy13@mail.com,Herta_Abernathy13,mail.com,True,13,2,17,1,0,0,0,2,unsure
katie_thompson1981@gmail.com,katie_thompson1981,gmail.com,True,1981,4,18,1,0,0,0,0,medium
caleb_phillips34567@icloud.com,caleb_phillips34567,icloud.com,True,34567,5,19,1,0,0,0,0,unsure
ryan33_blaze@hotmail.com,ryan33_blaze,hotmail.com,True,33,2,12,1,0,0,0,0,unsure
elizabeth.miller1732@gmail.com,elizabeth.miller1732,gmail.com,True,1732,4,20,0,1,0,1,0,unsure
daniel.jackson@hotmail.com,daniel.jackson,hotmail.com,True,12345,0,14,0,1,0,1,0,unsure
Sister87@icloud.com,Sister87,icloud.com,True,87,2,8,0,0,0,0,1,medium
laura.davis@aol.com,laura.davis,aol.com,True,12345,0,11,0,1,0,1,0,medium
megan12_fire@aol.com,megan12_fire,aol.com,True,12,2,12,1,0,0,0,0,medium
olivia.johnson91@gmail.com,olivia.johnson91,gmail.com,True,91,2,16,0,1,0,1,0,medium
Clark.Hoppe14@icloud.com,Clark.Hoppe14,icloud.com,True,14,2,13,0,1,0,1,2,old
Rubye.Lebsack28@yahoo.com,Rubye.Lebsack28,yahoo.com,True,28,2,15,0,1,0,1,2,unsure
michael.johnson@gmail.com,michael.johnson,gmail.com,True,12345,0,15,0,1,0,1,0,unsure
benjamin.phillips@hotmailcom,benjamin.phillips,hotmail.com,False,12345,0,17,0,1,0,1,0,unsure
Talon_Stark79@icloud.com,Talon_Stark79,icloud.com,True,79,2,13,1,0,0,0,2,medium
victoria17_heat@protonmail.com,victoria17_heat,protonmail.com,True,17,2,15,1,0,0,0,0,unsure
andrew.clark88@gmail.com,andrew.clark88,gmail.com,True,88,2,14,0,1,0,1,0,medium
Javonte.Bednar@tutanota.com,Javonte.Bednar,tutanota.com,True,12345,0,14,0,1,0,1,2,unsure
benjamin.mitchell1779@gmail.com,benjamin.mitchell1779,gmail.com,True,1779,4,21,0,1,0,1,0,unsure
Bertha66@gmail.com,Bertha66,gmail.com,True,66,2,8,0,0,0,0,1,old
margaret.smith@hotmail.com,margaret.smith,hotmail.com,True,12345,0,14,0,1,0,1,0,unsure
Brook_Marks53@tutanota.com,Brook_Marks53,tutanota.com,True,53,2,13,1,0,0,0,2,old
elizabeth.roberts@hotmailcom,elizabeth.roberts,hotmail.com,False,12345,0,17,0,1,0,1,0,unsure
rebecca.allen1771@gmail.com,rebecca.allen1771,gmail.com,True,1771,4,17,0,1,0,1,0,unsure
john_lee1986@gmail.com,john_lee1986,gmail.com,True,1986,4,12,1,0,0,0,0,medium
logan19_glint@gmail.com,logan19_glint,gmail.com,True,19,2,13,1,0,0,0,0,medium
Lyla_Jakubowski@gmail.com,Lyla_Jakubowski,gmail.com,True,12345,0,15,1,0,0,0,2,unsure
Maddison62@aol.com,Maddison62,aol.com,True,62,2,10,0,0,0,0,1,old
abigail.powell56@yahoo.com,abigail.powell56,yahoo.com,True,56,2,16,0,1,0,1,0,old
james4672_blake@gmail.com,james4672_blake,gmail.com,True,4672,4,15,1,0,0,0,0,unsure
Fae_Ward80@yahoo.com,Fae_Ward80,yahoo.com,True,80,2,10,1,0,0,0,2,medium
Tillman.Green44@icloud.com,Tillman.Green44,icloud.com,True,44,2,15,0,1,0,1,2,unsure
Hayley.Kohler49@protonmail.com,Hayley.Kohler49,protonmail.com,True,49,2,15,0,1,0,1,2,unsure
Wanda40@gmail.com,Wanda40,gmail.com,True,40,2,7,0,0,0,0,1,unsure
jason1997_long@gmail.com,jason1997_long,gmail.com,True,1997,4,14,1,0,0,0,0,young
matthew_davis8765@hotmail.com,matthew_davis8765,hotmail.com,True,8765,4,17,1,0,0,0,0,unsure
Alexane45@aol.com,Alexane45,aol.com,True,45,2,9,0,0,0,0,1,old
thomas.brown@protonmail.com,thomas.brown,protonmail.com,True,12345,0,12,0,1,0,1,0,unsure
Hilario.Steuber@aol.com,Hilario.Steuber,aol.com,True,12345,0,15,0,1,0,1,2,unsure
Zackary29@gmail.com,Zackary29,gmail.com,True,29,2,9,0,0,0,0,1,unsure
Kirk96@tutanota.com,Kirk96,tutanota.com,True,96,2,6,0,0,0,0,1,young
nathan.peters1808@gmail.com,nathan.peters1808,gmail.com,True,1808,4,17,0,1,0,1,0,unsure
Cesar74@gmail.com,Cesar74,gmail.com,True,74,2,7,0,0,0,0,1,old
Krista59@gmail.com,Krista59,gmail.com,True,59,2,8,0,0,0,0,1,old
sophia_jones2001@gmail.com,sophia_jones2001,gmail.com,True,2001,4,16,1,0,0,0,0,young
Minnie_Nitzsche48@yahoo.com,Minnie_Nitzsche48,yahoo.com,True,48,2,17,1,0,0,0,2,unsure
william.johnson1799@gmail.com,william.johnson1799,gmail.com,True,1799,4,19,0,1,0,1,0,unsure
ethan.lee2002@protonmail.com,ethan.lee2002,protonmail.com,True,2002,4,13,0,1,0,1,0,young
Roger44@gmail.com,Roger44,gmail.com,True,44,2,7,0,0,0,0,1,unsure
Marisol1@gmail.com,Marisol1,gmail.com,True,1,1,8,0,0,0,0,1,old
Terrance28@aol.com,Terrance28,aol.com,True,28,2,10,0,0,0,0,1,unsure
dylan.richards83@gmail.com,dylan.richards83,gmail.com,True,83,2,16,0,1,0,1,0,medium
Cali_Bauch81@icloud.com,Cali_Bauch81,icloud.com,True,81,2,12,1,0,0,0,2,medium
Shany.McLaughlin@tutanota.com,Shany.McLaughlin,tutanota.com,True,12345,0,16,0,1,0,1,3,unsure
Adaline.Stamm83@gmail.com,Adaline.Stamm83,gmail.com,True,83,2,15,0,1,0,1,2,medium
robert.carter@hotmail.com,robert.carter,hotmail.com,True,12345,0,13,0,1,0,1,0,young
Frederique.Cronin45@gmail.com,Frederique.Cronin45,gmail.com,True,45,2,19,0,1,0,1,2,unsure
jason35_glint@gmail.com,jason35_glint,gmail.com,True,35,2,13,1,0,0,0,0,medium
Barbara_Kub@tutanota.com,Barbara_Kub,tutanota.com,True,12345,0,11,1,0,0,0,2,unsure
david.phillips@outlook.com,david.phillips,outlook.com,True,12345,0,14,0,1,0,1,0,unsure
m.williams1998@icloud.com,m.williams1998,icloud.com,True,1998,4,14,0,1,0,1,0,young
david_roberts1981@gmail.com,david_roberts1981,gmail.com,True,1981,4,17,1,0,0,0,0,medium
lily1983_thompson@protonmail.com,lily1983_thompson,protonmail.com,True,1983,4,17,1,0,0,0,0,medium
ryan1984_hughes@hotmail.com,ryan1984_hughes,hotmail.com,True,1984,4,15,1,0,0,0,0,medium
hailey_sanders4567@gmail.com,hailey_sanders4567,gmail.com,True,4567,4,18,1,0,0,0,0,unsure
david_clark1983@gmail.com,david_clark1983,gmail.com,True,1983,4,15,1,0,0,0,0,medium
Oren_Rau@mail.com,Oren_Rau,mail.com,True,12345,0,8,1,0,0,0,2,unsure
